song name,artist
Popular Mechanics for Lovers,Beulah
Wild Horses (Acoustic),The Rolling Stones
These Are the Fables,The New Pornographers
The Animals of the World,Great Lake Swimmers
Fly,Nick Drake
Maybe Sparrow,Neko Case
The Spiderbite Song,The Flaming Lips
Ratts of the Capital,Mogwai
Thirteen,Big Star
Bloody Murderer,Cursive
By Your Side,Beachwood Sparks
Red Berries,Angus & Julia Stone
Fa Fa Fa Fa Fa (Sad Song) (Live),Otis Redding
Confessions,Peter Murphy
Lethal Enforcer,We Are Scientists
Prison Girls,Neko Case
It's My Party,Bryan Ferry
Sad Songs And Waltzes,Willie Nelson
Roses Blue,Joni Mitchell
Dear Chicago,Ryan Adams
Grace Cathedral Park,Red House Painters
Somebody Already Broke My Heart,Sade
Calm Under the Waves,Maria Mena
I Turned You Down,Riverside
Crawling Up a Hill,Katie Melua
Innocente (Falling in Love),Delerium
Stay Together,Suede
Everything's Not Lost,Coldplay
Sad Professor,R.E.M.
In Limbo,Radiohead
Suicide Underground,Air
Peeping Tom,Placebo
Up on the Ladder,Radiohead
Sleep Together,Porcupine Tree
156,Mew
Push Your Head Towards The Air,Editors
The Engine Driver,The Decemberists
Mr. Writer,Stereophonics
Move On Now,Hard-Fi
"Eve, The Apple Of My Eye",Bell X1
Then If I'm Weird I Want to Share,Tender Forever
Nan,Ween
Someday,Ween
Drown,The Smashing Pumpkins
Losing Lisa,Ben Folds
Rain,Guano Apes
Morning Theft,Jeff Buckley
"Me, I'm Not",Nine Inch Nails
Forgotten Hopes,Anathema
To Have and Not to Hold,Madonna
Tiger Lily,Matchbook Romance
Shift,Radian
Many Shades of Black,The Raconteurs
All You Wanted,Michelle Branch
"The Aeroplane Flies High (Turns Left, Looks Right)",The Smashing Pumpkins
Cherry,The Smashing Pumpkins
As Embers Dress The Sky,Agalloch
Jupiter Crash,The Cure
Into the Ocean,Blue October
The Cold Swedish Winter,Jens Lekman
Summer: Hope Overture,Clint Mansell
Day Is Done,Nick Drake
Baloney Again,Mark Knopfler
"If I Don't Write This Song, Someone I love Will Die",Hello Saferide
Last Bitter Song,Hello Saferide
Tho You Are Gone I Still Often Walk W/You.,A Silver Mt. Zion
Ágætis byrjun,Sigur Rós
Sorrow,Hans Zimmer
Madame de Pompadour,Murray Gold
Smaointe,Enya
Static,Godspeed You! Black Emperor
Candy Says,Antony and the Johnsons
Summer's End,Amorphis
Human Nature,Madonna
Now Comes the Night,Rob Thomas
In Fact (the Carousel Remix),Gregory and the Hawk
Gone,Ben Folds
Heartbreaker,Metronomy
All My Little Words,The Magnetic Fields
Sunlight,Max Richter
Bright,Efterklang
Blood,The Middle East
Rose Hip November,Vashti Bunyan
Modern Romance,Yeah Yeah Yeahs
Know It All,Angela McCluskey
Sexfaldur,Amiina
The Thinner the Air,Cocteau Twins
One,Alanis Morissette
All You Leave Behind,Paradise Lost
A Pillow of Winds,Pink Floyd
The Leaving Song,AFI
Bullets,Augustana
A French Love,Anna Ternheim
Since I've Been Loving You,Corinne Bailey Rae
Casi Te Envidio,Andy Montañez
Sleep Will Come,Bliss
Am I Only,Black Rebel Motorcycle Club
Where Dreams Go to Die,John Grant
Over And Over,Moloko
Mysteries,Beth Gibbons & Rustin Man
Home,The Legendary Pink Dots
Heartbroken Forever,Tender Forever
sad robot,pornophonique
Celestica,Crystal Castles
Edge Hill,Groove Armada
No Expectations,Soulsavers
The Kindness of Strangers,Nick Cave & The Bad Seeds
Burn That Broken Bed,Iron & Wine and Calexico
Trees,Pulp
Treasure,The Cure
Touched,Vast
Burning Our Bed,Alice Cooper
Gloomy Sunday,Sarah McLachlan
Back When You Were Beautiful,No-Man
Nightingale,Frozen Silence
A Hard Rain's a-Gonna Fall,Bob Dylan
Way to Blue,Nick Drake
'Cello Song,Nick Drake
Man in a Shed,Nick Drake
After All,David Bowie
Freelove,Depeche Mode
Look After Me,Hot Chip
Atrocity Exhibition,Joy Division
Atom Heart Mother,Pink Floyd
Summer '68,Pink Floyd
Small Blue Thing,Suzanne Vega
Infinita tristeza,Manu Chao
Lovestain,José González
That I Would Be Good,Alanis Morissette
Independence Day,Bruce Springsteen
Shut Out the Light,Bruce Springsteen
You,Candlebox
Anna Begins,Counting Crows
Top of the World,Dixie Chicks
The Weakness In Me,Joan Armatrading
Nobody,Johnny Cash
Swingset Chain,Loquat
La mamma morta,Maria Callas
Into The Dark,Melissa Etheridge
Bleeding Me,Metallica
Lost Unto this World,Emmylou Harris
Song for the Angels,Great Lake Swimmers
The Frail,Nine Inch Nails
Waiting for Love,Pink
Fly Away,Poe
Creep (Radio Edit),Radiohead
Damned Ladies,Rufus Wainwright
Answering Bell,Ryan Adams
My Winding Wheel,Ryan Adams
April Come She Will,Simon & Garfunkel
Action/Adventure,Andrew Bird
Niagara Falls,Sufjan Stevens
The Cactus Where Your Heart Should Be,The Magnetic Fields
Love in the Shadows,The Magnetic Fields
No Blue Sky,The Thorns
Dondante,My Morning Jacket
Tage wie dieser,Juli
Best Imitation of Myself,Ben Folds Five
You'll Follow Me Down,Skunk Anansie
Detouring America With Horns,Yo La Tengo
It's My Own Cheating Heart That Makes Me Cry,Glasvegas
Anthems for a Seventeen Year-Old Girl,Broken Social Scene
Piano Fire,Sparklehorse
Murder Song,The Cooper Temple Clause
Summer Overture,Clint Mansell
Suicide Is Painless,Manic Street Preachers
Who Will Love Me Now,PJ Harvey
Closing,Philip Glass
Obscured,The Smashing Pumpkins
Unforgivable Sinner,Lene Marlin
Binary Love,The Rakes
The Mercy Seat,Nick Cave & The Bad Seeds
UR,Tiësto
Empty,Metric
Summer Moved On,a-ha
Music For A Nurse,Oceansize
Crazy English Summer,Faithless
Watching Lara,Yann Tiersen
Elysium,Hans Zimmer
Where We Would Be,Porcupine Tree
L'absente,Yann Tiersen
Chained,The xx
Shoreline,Anna Ternheim
Feeling Yourself Disintegrate,The Flaming Lips
Suddenly Everything Has Changed,The Postal Service
Stop the Show,Built to Spill
Momma Sed,Puscifer
Sisters! Brothers! Small Boats of Fire Are Falling From the Sky!,A Silver Mt. Zion
Alone Down There,Modest Mouse
The Stars Are Projectors,Modest Mouse
Mugicone,Mugison
The Cold Part,Modest Mouse
We Won't Go,Hungry Lucy
Immune,Low
The Center of the World,Bright Eyes
Mile End,Pulp
I Am Not Surprised,The Organ
Look On Down From The Bridge,Mazzy Star
Party,El Perro del Mar
Ester,Elefant
Company Calls Epilogue,Death Cab for Cutie
All At Once,Pete Yorn
Father Of Mine,Everclear
Sow Some Lonesome Corner So Many Flowers Bloom,A Silver Mt. Zion
You Don't Know Me,Caetano Veloso
Return to Hot Chicken,Yo La Tengo
Maid Of Bond Street,David Bowie
Fewer Words,Badly Drawn Boy
Andalucia,Yo La Tengo
Silly Love Songs,Red House Painters
Never Went to Church,The Streets
Lonely,Tom Waits
Beautiful Boy (Darling Boy),John Lennon
Drowned World/Substitute for Love,Madonna
The Next Time You Say Forever,Neko Case
Alabama,John Coltrane
Keep on Runnin',Cat Power
Moonromanticism,Empyrium
The Island,The Decemberists
Railroad Man,Eels
The Wait,Built to Spill
Don't Take Your Love Away,Vast
gravity,菅野よう子
The Idol,W.A.S.P.
One With the Freaks,The Notwist
Kothbiro,Ayub Ogada
The Drop,Peter Gabriel
The Hill,Markéta Irglová
Waltz #2 (XO),Elliott Smith
Long Life,Primal Scream
Why I'm So Unhappy,Dntel
With My Eyes Closed,The Raveonettes
These Streets,Paolo Nutini
Hero,Regina Spektor
For Now,Thomas Feiner & Anywhen
Violence,blink-182
Soco Amaretto Lime,Brand New
Little Fat Baby,Sparklehorse
Fljótavík,Sigur Rós
Op Beach,Mono
I Chose Horses,Mogwai
Stronghold,Angels & Agony
Aufbruch,Schiller
Solitary,VNV Nation
Cursed Sleep,Bonnie 'Prince' Billy
Isolation,Into Eternity
Splintered Visions,Into Eternity
Black Heart,Calexico
The Gift,Annie Lennox
I Fell in Love With a Dead Boy,Antony and the Johnsons
Worlock,Skinny Puppy
Boring Machines Disturbs Sleep,Mogwai
Dream Scream,Daniel Johnston
Careless Love,Bonnie 'Prince' Billy
Sweet Wine,Cream
Tugboat,Galaxie 500
Sayat Nova,Djivan Gasparyan
Of This Land,Clannad
Tu Mirada Y Mi Voz,Susana Baca
When Sorrow Sang,Blind Guardian
The Carpenter,Nightwish
To Live Is to Hide,Lacuna Coil
Mary Anne,Marshall Crenshaw
How?,John Lennon
MHz,Modwheelmood
Sky and Sand,Paul & Fritz Kalkbrenner
Alternative 4,Anathema
The Screen Behind the Mirror,Enigma
Hearts of Olden Glory,Runrig
Send In The Clowns,Frank Sinatra
Cry! Cry! Cry!,Johnny Cash
Swanheart,Nightwish
This Night Has Opened My Eyes,The Smiths
I've Seen That Movie Too,Elton John
Maybe Someday,The Cure
Days Like This,Van Morrison
Seelenschmerz,Blutengel
Stormy Weather,Billie Holiday
A River Don't Stop to Breathe,múm
Feint,Epica
Duk Koo Kim,Sun Kil Moon
To Let Myself Go,Ane Brun
Why Are You Fearful?,Desiderii Marginis
Firdous E Bareen,Isis
Way with Words,Allie Moss
Leave Me Alone,Natalie Imbruglia
Get Gone,Fiona Apple
View from Heaven,Yellowcard
I Don't Sleep Well,Hello Saferide
Those Little Things (Ces Petits Riens),Carla Bruni
Boom Boom Bâ,Métisse
From Stardust to Sentience,High Places
President of What?,Death Cab for Cutie
Two Headed Boy,Neutral Milk Hotel
Lament,The Cure
Dream Brother,Jeff Buckley
Pas si simple,Yann Tiersen
Sweet Surrender(Dj Tiesto Mix),Sarah McLachlan
Blind,TV on the Radio
Without You,Ypey
Sun Is Shining,ReUnited
Third Awakening,Project Divinity
Long Hard Road,Sade
The Nameless,Slipknot
Pulling Our Weight,The Radio Dept.
Inversion,Bersarin Quartett
Where Friend Rhymes With End,Ane Brun
Master of None,Beach House
Miniature 3,Matthew Robert Cooper
Airing,Beady Belle
Koop Islands Blues,Koop
Glen's Goo,The Dead Texan
A Celebration for the Death of Man...,Agalloch
"Dark City, Dead Man",Cult of Luna
Waiting for You,Cult of Luna
Burn,Neurosis
Nightfall,Norther
Ethereal,High on Fire
Conclusion,Apocalyptica
Heartkiller,Him
Disconnected,In Flames
Metaphor,In Flames
Say My Name,Within Temptation
Clenched Tight In The Fist Of God,Old Man Gloom
Unbraiding The Sun,Goldmund
Für Alina,Arvo Pärt
Un Grand Sommeil Noir (Original Version),Edgard Varèse
Leather And Lace,Stevie Nicks
Kiss and Say Goodbye,The Manhattans
No One Knows You,Billie the Vision & the Dancers
"My My, Hey Hey",Neil Young
This Song Brought To You By A Falling Bomb,Thursday
Jumper,Third Eye Blind
Vito's Ordination Song,Sufjan Stevens
A Time to Be So Small,Interpol
Shenandoah,Keith Jarrett
Welcome to My Truth,Anastacia
Life Got Cold,Girls Aloud
I Got The Wherewithal,Theaudience
Crowd Surf Off a Cliff,Emily Haines & The Soft Skeleton
Don't Leave Me Now,Amparanoia
True Love Waits,Christopher O'Riley
Something,Al Green
Cold Days from the Birdhouse,The Twilight Sad
Detlef Schrempf,Band of Horses
Perfect Day (Featuring Evan Dando),Kirsty MacColl
Laugh Before You Grin,Lydia
(*Fin),Anberlin
Murder in the City,The Avett Brothers
Astair,Matt Costa
99% Of Us Is Failure,Matthew Good
Most Lonely Face,The Holloways
I Know It's Coming Someday,Longwave
Minerva,Deftones
